Date,PONumber,Name,Item,Paid,Qty,Sales Price,Amount
03/10/2017,PO112,Meyer Projection Systems,HDMI-1x2-II,Paid,2.00 ,119.00,238.00 
03/10/2017,8864-1,RIA Corporation,MiniDE-II,Paid,1.00 ,"1,987.50","1,987.50 "
03/13/2017,101764,"VTP/MTSU, USA",DVI-XX-SC-DL-RX,Paid,24.00 ,975.00,"23,400.00 "
03/13/2017,101764,"VTP/MTSU, USA",DVI-XX-SC-DL-TX,Paid,24.00 ,975.00,"23,400.00 "
03/15/2017,96005-X,Heartland Video,LE-12HD,Paid,1.00 ,"4,680.00","4,680.00 "
03/15/2017,96005-X,Heartland Video,RPS-LE16,Paid,1.00 ,112.00,112.00 
03/15/2017,96041-Y,Heartland Video,OG-MiniQ-SET-1,Paid,1.00 ,"1,610.00","1,610.00 "
03/16/2017,101886,"VTP/MTSU, USA",DVI-XX-SC-DL-TX,Paid,8.00 ,975.00,"7,800.00 "
03/17/2017,1352062,AVI-SPL,HDMI-1x2-II,Paid,3.00 ,105.00,315.00 
03/17/2017,56645,Cutting Edge Audio & Video Group,DP-FIB,Paid,2.00 ,"1,875.00","3,750.00 "
03/17/2017,DSI-132154-110513,Diversified Systems,EVS-SET-1-II,Paid,2.00 ,675.00,"1,350.00 "
03/21/2017,2567686-001,Adorama Inc.,OG-Micro-Single-SET-1,Paid,1.00 ,806.25,806.25 
03/22/2017,3565,System Design & Integration,HDBT-SET-3,Paid,2.00 ,300.00,600.00 
03/23/2017,16008,ABS-USA,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
03/23/2017,8881,RIA Corporation,SDI-FIB,Paid,2.00 ,900.00,"1,800.00 "
03/23/2017,8881,RIA Corporation,SDI-FIB-RMT,Paid,1.00 ,750.00,750.00 
03/23/2017,101939,"VTP/MTSU, USA",DVI-XX-SC-DL-RX,Paid,8.00 ,975.00,"7,800.00 "
03/24/2017,3579,System Design & Integration,HDBT-SET-3,Paid,1.00 ,300.00,300.00 
03/27/2017,22186,BZB Express,HDMI-E,Paid,1.00 ,30.00,30.00 
03/27/2017,,OIC - USA,URM-DEB,Paid,1.00 ,800.00,800.00 
03/28/2017,46218,Lubbock Audio Video,KVM-SET-10,Paid,1.00 ,375.00,375.00 
03/28/2017,46218,Lubbock Audio Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
03/29/2017,45062,Advanced Systems Group,US-3500,Paid,6.00 ,"1,125.00","6,750.00 "
03/29/2017,96270-X,Heartland Video,LE-12HD,Paid,2.00 ,"5,040.00","10,080.00 "
03/29/2017,96270-X,Heartland Video,LE-8HD,Paid,1.00 ,"3,552.00","3,552.00 "
03/29/2017,2542,One Time Customer,Accessories:DC 5V 3.2A - US,Paid,1.00 ,30.00,30.00 
03/30/2017,22217,BZB Express,DA-SDI-DE,Paid,2.00 ,637.50,"1,275.00 "
03/30/2017,22217,BZB Express,DB25-AA-BL,Paid,2.00 ,90.00,180.00 
03/31/2017,22244,BZB Express,Micro-4K-DP,Paid,1.00 ,"1,496.25","1,496.25 "
03/31/2017,594086,Ford Audio-Video,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
03/31/2017,3051,One Time Customer,HDMI-1x2-II,Paid,1.00 ,119.00,119.00 
,,,,,,,
04/03/2017,96422-Y,Heartland Video,HDMI-SET-9,Paid,1.00 ,450.00,450.00 
04/06/2017,1976,Triton Technology Solutions,Mi-16+,Paid,1.00 ,"2,625.00","2,625.00 "
04/13/2017,124742,Avidex,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
04/14/2017,22251,BZB Express,OG-MicroQ-SET-3,Paid,1.00 ,"1,046.25","1,046.25 "
04/14/2017,96569-X,Heartland Video,DA-HDTV-SDI,Paid,3.00 ,525.00,"1,575.00 "
04/14/2017,2023,Triton Technology Solutions,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
04/14/2017,102073STD,"VTP/MTSU, USA",MicroQ-1U-FR,Paid,2.00 ,60.00,120.00 
04/14/2017,102073STD,"VTP/MTSU, USA",MicroQ-S,Paid,2.00 ,746.25,"1,492.50 "
04/17/2017,102105,"VTP/MTSU, USA",RJ45HDMIF,Paid,1.00 ,18.75,18.75 
04/18/2017,201-1335,IPR Services,OG-DA-HDTV-SDI-SET-2,Paid,3.00 ,"1,185.00","3,555.00 "
04/18/2017,201-1335,IPR Services,OG-US-3500-SET-1,Paid,2.00 ,"1,350.00","2,700.00 "
04/19/2017,201-1338,IPR Services,OG-MiniQ-SET-1,Paid,1.00 ,"1,725.00","1,725.00 "
04/21/2017,16179,ABS-USA,OG-Micro-UDX-SET-1,Paid,1.00 ,682.50,682.50 
02/14/2018,16179,ABS-USA,OG-Micro-UDX-SET-1,Paid,(1.00),682.50,(682.50)
04/26/2017,46260,Lubbock Audio Video,Mi-16+,Paid,2.00 ,"2,625.00","5,250.00 "
04/27/2017,201-1347,IPR Services,OG-DA-HDTV-SDI-SET-2,Paid,1.00 ,"1,185.00","1,185.00 "
04/27/2017,201-1347,IPR Services,OG-US-3500-SET-1,Paid,1.00 ,"1,350.00","1,350.00 "
04/27/2017,EDID adapter,SGB Enterprises,DB-15-HDMI,Paid,1.00 ,35.00,35.00 
04/27/2017,283310,VMI Video,DP-FIB,Paid,4.00 ,"1,875.00","7,500.00 "
04/28/2017,594655,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
,,,,,,,
05/01/2017,9935,BKW,CLN-SW-6x1-M,Paid,1.00 ,"1,875.00","1,875.00 "
05/01/2017,9935,BKW,DA-4HD,Paid,1.00 ,187.50,187.50 
05/01/2017,9935,BKW,DA-SDI-HDTV-II,Paid,3.00 ,221.25,663.75 
05/01/2017,9935,BKW,HDMI2SDI,Paid,3.00 ,200.00,600.00 
05/02/2017,96725-X,Heartland Video,HDBT-SET-1,Paid,1.00 ,375.00,375.00 
05/02/2017,3615,System Design & Integration,HDBT-SET-3,Paid,1.00 ,300.00,300.00 
05/03/2017,271123S,Compview,DA-HDTV-SDI,Paid,4.00 ,525.00,"2,100.00 "
05/04/2017,1367032,AVI-SPL,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
05/08/2017,125177,Avidex,HDM2.0-1x4,Paid,1.00 ,300.00,300.00 
05/08/2017,283334,VMI Video,HDMI-8-SER(M),Paid,1.00 ,450.00,450.00 
05/09/2017,216-17,CBT Systems,DA-HDTV-SDI,Paid,2.00 ,560.00,"1,120.00 "
05/10/2017,102229,"VTP/MTSU, USA",OG-US-3500-SET-1,Paid,1.00 ,"1,350.00","1,350.00 "
05/11/2017,201-102,CBT Systems,DA-HDTV-SDI,Paid,5.00 ,560.00,"2,800.00 "
05/11/2017,201-102,CBT Systems,HDMI-E,Paid,4.00 ,32.00,128.00 
05/15/2017,125597,Avidex,HDBT-SET-1,Paid,1.00 ,375.00,375.00 
05/15/2017,125641,Avidex,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
05/15/2017,KW170505102,B&H Photo - Video,OG-US-3500-SET-1,Paid,6.00 ,"1,350.00","8,100.00 "
05/16/2017,595000,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
05/18/2017,1371253,AVI-SPL,HDMI-SET-2,Paid,1.00 ,157.50,157.50 
05/18/2017,18905,Digital Resources Inc.,DA-2HD,Paid,1.00 ,93.75,93.75 
05/19/2017,22650,BZB Express,HDBT-1-Rs,Paid,1.00 ,150.00,150.00 
05/22/2017,0064472,Sound Image,DA-2HD,Paid,1.00 ,100.00,100.00 
07/13/2017,0064472,Sound Image,DA-2HD,Paid,(1.00),100.00,(100.00)
05/22/2017,0064472,Sound Image,DA-8HD,Paid,1.00 ,280.00,280.00 
05/22/2017,0064472,Sound Image,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
05/22/2017,0064472,Sound Image,DA-SDI-HDTV-II,Paid,2.00 ,236.00,472.00 
05/22/2017,0064472,Sound Image,HDMI-SET-8,Paid,1.00 ,208.00,208.00 
05/24/2017,31553,Burst,EVS-Set-1,Paid,1.00 ,525.00,525.00 
05/26/2017,9974,BKW,DA-SDI-HDTV-II,Paid,3.00 ,221.25,663.75 
11/07/2017,9974,BKW,DA-SDI-HDTV-II,Paid,(3.00),221.25,(663.75)
05/30/2017,125641,Avidex,CLN-SW-6x1-H,Paid,1.00 ,"1,500.00","1,500.00 "
05/30/2017,125823,Avidex,DA-HDTV-SDI,Paid,10.00 ,525.00,"5,250.00 "
05/30/2017,1370338,AVI-SPL,DP-1x2,Paid,1.00 ,360.00,360.00 
05/30/2017,1370338,AVI-SPL,DP-1x4,Paid,1.00 ,660.00,660.00 
08/16/2017,1370338,AVI-SPL,DP-1x4,Paid,(1.00),660.00,(660.00)
05/30/2017,102151STD,"VTP/MTSU, USA",DA-2HDX16-1RU,Paid,8.00 ,"1,500.00","12,000.00 "
,,,,,,,
06/01/2017,96961-S,Heartland Video,KVM-SET-10,Paid,10.00 ,350.00,"3,500.00 "
06/01/2017,96961-S,Heartland Video,KVM-SET-4,Paid,10.00 ,252.00,"2,520.00 "
06/01/2017,97099-X,Heartland Video,Mi-16,Paid,3.00 ,"1,687.50","5,062.50 "
06/01/2017,97099-X,Heartland Video,RPS-C12VDC,Paid,3.00 ,78.00,234.00 
06/02/2017,1375144,AVI-SPL,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
06/02/2017,9985,BKW,HDMI to HD-SDI Converter,Paid,3.00 ,200.00,600.00 
06/02/2017,22803,BZB Express,HDBT-1-Es,Paid,1.00 ,150.00,150.00 
06/02/2017,5778,Gold Coast Video Inc.,HDM2.0-UHD-UDC,Paid,1.00 ,221.25,221.25 
06/02/2017,97102-Y,Heartland Video,HDBT-1-R,Paid,2.00 ,187.50,375.00 
06/06/2017,16351,ABS-USA,KVM-SET-10,Paid,1.00 ,375.00,375.00 
06/06/2017,260942,Unitek Computer Stores,DA-HDTV-SDI,Paid,1.00 ,560.00,560.00 
06/07/2017,96810-Y,Heartland Video,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
06/07/2017,96810-Y,Heartland Video,HDBT-1-E,Paid,2.00 ,187.50,375.00 
06/07/2017,96810-Y,Heartland Video,HDMI-1x4,Paid,1.00 ,225.00,225.00 
06/07/2017,1644-REV1,SEG,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
06/08/2017,OIC060517,OIC - USA,HDMI-1-R,Paid,1.00 ,82.50,82.50 
06/09/2017,273546S,Compview,DA-HDTV-SDI,Paid,4.00 ,525.00,"2,100.00 "
06/09/2017,283476,VMI Video,DP-1x2,Paid,2.00 ,360.00,720.00 
06/12/2017,97058-X,Heartland Video,OG3-FR-CN-P,Paid,1.00 ,"1,645.00","1,645.00 "
06/12/2017,97058-X,Heartland Video,OG-Mi-9-SET-1,Paid,5.00 ,836.00,"4,180.00 "
06/12/2017,97058-X,Heartland Video,PS-OG3,Paid,1.00 ,547.82,547.82 
06/14/2017,16439,ABS-USA,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
06/14/2017,16439,ABS-USA,HDMI-SET-9,Paid,3.00 ,450.00,"1,350.00 "
06/14/2017,97113-X,Heartland Video,Mi-16,Paid,4.00 ,"1,687.50","6,750.00 "
06/14/2017,97113-X,Heartland Video,RPS-C12VDC,Paid,4.00 ,78.00,312.00 
06/14/2017,IYA0017,Key Code Media,KVM-SET-10,Paid,2.00 ,375.00,750.00 
12/15/2017,IYA0017,Key Code Media,KVM-SET-10,Paid,(2.00),375.00,(750.00)
06/14/2017,102388,"VTP/MTSU, USA",CAT6-FTP-15,Paid,1.00 ,30.00,30.00 
06/14/2017,102388,"VTP/MTSU, USA",HDMI-PHR,Paid,1.00 ,48.75,48.75 
06/19/2017,16335,ABS-USA,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
06/19/2017,45511,Advanced Systems Group,DA-SDI-DE,Paid,2.00 ,637.50,"1,275.00 "
06/20/2017,97380-X,Heartland Video,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
06/21/2017,16335,ABS-USA,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
06/21/2017,USAA17-15053,Beck Associates,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
06/21/2017,USAA17-15053,Beck Associates,DVI-E,Paid,6.00 ,22.50,135.00 
06/21/2017,USAA17-15053,Beck Associates,EDID-L-D,Paid,1.00 ,75.00,75.00 
06/21/2017,USAA17-15053,Beck Associates,OG-US-3500-SET-1,Paid,6.00 ,"1,350.00","8,100.00 "
06/22/2017,0064926,Sound Image,DA-4HD,Paid,1.00 ,200.00,200.00 
06/26/2017,16494,ABS-USA,HDBT-SET-1,Paid,2.00 ,375.00,750.00 
06/26/2017,16494,ABS-USA,KVM-SET-10,Paid,2.00 ,375.00,750.00 
07/24/2017,16494,ABS-USA,KVM-SET-10,Paid,(1.00),375.00,(375.00)
06/26/2017,126571,Avidex,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
06/26/2017,126571,Avidex,DA-SDI-HDTV-II,Paid,6.00 ,221.25,"1,327.50 "
06/26/2017,18973,Digital Resources Inc.,DA-SDI-HDTV-II,Paid,3.00 ,221.25,663.75 
06/26/2017,18973,Digital Resources Inc.,USB-12mH,Paid,1.00 ,48.75,48.75 
06/27/2017,57367,Cutting Edge Audio & Video Group,Mi-16#,Paid,1.00 ,"3,375.00","3,375.00 "
06/27/2017,57367,Cutting Edge Audio & Video Group,RPS-C12VDC,Paid,1.00 ,78.00,78.00 
06/27/2017,96949-X,Heartland Video,OG3-FR-CN-P,Paid,6.00 ,"1,527.50","9,165.00 "
06/27/2017,96949-X,Heartland Video,OG-Micro-Single-SET-1,Paid,52.00 ,645.00,"33,540.00 "
06/27/2017,96949-X,Heartland Video,PS-OG3,Paid,6.00 ,508.69,"3,052.14 "
06/27/2017,IYA0058,Key Code Media,KVM-SET-10,Paid,2.00 ,375.00,750.00 
06/28/2017,33071,"AMT Systems, Inc.",US-3500,Paid,1.00 ,"1,125.00","1,125.00 "
06/29/2017,16504,ABS-USA,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
06/29/2017,0065018,Sound Image,DA-SDI-HDTV-II,Paid,1.00 ,236.00,236.00 
,,,,,,,
07/03/2017,31704,Burst,OG-DA-HDTV-SDI-SET-1,Paid,3.00 ,588.00,"1,764.00 "
07/07/2017,228-02,CBT Systems,DA-HDTV-SDI,Paid,10.00 ,560.00,"5,600.00 "
07/07/2017,228-02,CBT Systems,EDID-L-H,Paid,5.00 ,88.00,440.00 
07/07/2017,228-02,CBT Systems,OG-US-3500-SET-1,Paid,30.00 ,"1,440.00","43,200.00 "
10/24/2017,228-02,CBT Systems,OG-US-3500-SET-1,Paid,(12.00),"1,440.00","(17,280.00)"
07/07/2017,Phone,Videoworks,RJ50-DB9,Paid,4.00 ,30.00,120.00 
07/07/2017,Phone,Videoworks,SCSI 68pin TO DB-9 Cable,Paid,12.00 ,40.00,480.00 
07/07/2017,Phone,Videoworks,Terminal Block (GPPI),Paid,16.00 ,20.00,320.00 
07/10/2017,16547,ABS-USA,DA-HDTV-SDI,Paid,1.00 ,525.00,525.00 
07/10/2017,33148,"AMT Systems, Inc.",DA-SDI-HDTV-II,Paid,1.00 ,221.25,221.25 
07/10/2017,33148,"AMT Systems, Inc.",MicroQ-S,Paid,1.00 ,746.25,746.25 
07/10/2017,17-1956,AudiSee AV,W-3x3,Paid,1.00 ,"3,000.00","3,000.00 "
07/10/2017,57489,Cutting Edge Audio & Video Group,DP-FIB,Paid,8.00 ,"1,875.00","15,000.00 "
07/11/2017,596786,Ford Audio-Video,LE-8HD,Paid,1.00 ,"3,806.25","3,806.25 "
07/11/2017,596786,Ford Audio-Video,SDI-OUT,Paid,1.00 ,300.00,300.00 
07/12/2017,3692,System Design & Integration,HDBT-1-Rs,Paid,2.00 ,150.00,300.00 
07/13/2017,2816,Graphics Outfitters,DA-2HD,Paid,50.00 ,87.50,"4,375.00 "
07/17/2017,97507-X,Heartland Video,HDMI-SET-9,Paid,1.00 ,525.00,525.00 
07/17/2017,97507-X,Heartland Video,IP-4,Paid,1.00 ,"3,850.00","3,850.00 "
07/17/2017,97507-X,Heartland Video,SDI-OUT,Paid,1.00 ,280.00,280.00 
07/17/2017,35564,PRECO,MicroQ-S,Paid,1.00 ,746.25,746.25 
07/17/2017,107349,SPINITAR,DA-HDTV-SDI,Paid,5.00 ,525.00,"2,625.00 "
07/17/2017,17192,Summit Integrated Systems,OG-US-3500-SET-1,Paid,3.00 ,"1,350.00","4,050.00 "
07/18/2017,3850,Philm Gear Inc.,HDMI-1-E,Paid,1.00 ,75.00,75.00 
07/19/2017,597225,Ford Audio-Video,HDMI-1x2-II,Paid,1.00 ,105.00,105.00 
07/24/2017,45765,Advanced Systems Group,DB25-AES-BL,Paid,2.00 ,75.00,150.00 
07/24/2017,97909-X,Heartland Video,Mi-16,Paid,1.00 ,"1,687.50","1,687.50 "
07/24/2017,97909-X,Heartland Video,RPS-C12VDC,Paid,1.00 ,78.00,78.00 
07/26/2017,45782,Advanced Systems Group,DA-HDTV-SDI,Paid,2.00 ,525.00,"1,050.00 "
07/26/2017,3706,System Design & Integration,DVI-Set-1-II,Paid,1.00 ,172.50,172.50 
07/27/2017,9111,RIA Corporation,DA-2HD,Paid,20.00 ,93.75,"1,875.00 "
07/28/2017,5779,Gold Coast Video Inc.,US-3500,Paid,2.00 ,"1,125.00","2,250.00 "
07/31/2017,275511S,Compview,HDBNC-BNC-F,Paid,4.00 ,28.00,112.00 
07/31/2017,275511S,Compview,OG3-FR-CN-P,Paid,1.00 ,"1,645.00","1,645.00 "
07/31/2017,275511S,Compview,OG-DA-HDTV-SDI-SET-2,Paid,1.00 ,"1,106.00","1,106.00 "
07/31/2017,275511S,Compview,OG-Pinnacle-SET-1,Paid,1.00 ,"1,190.00","1,190.00 "
07/31/2017,275511S,Compview,PS-OG3,Paid,1.00 ,547.82,547.82 
,,,,,,,
