Date,PONumber,Name,Item,Paid,Qty,Sales Price,Amount
3/2/2017,1906,Triton Technology Solutions,DA-HDTV-SDI,Paid,2,525,"1,050.00"
3/2/2017,1906,Triton Technology Solutions,MicroQ-S,Paid,2,746.25,"1,492.50"
3/2/2017,101836,"VTP/MTSU, USA",MicroQ-S,Paid,1,746.25,746.25
3/3/2017,44870,Advanced Systems Group,HDMI-8-SER(M),Paid,1,450,450
3/3/2017,101854,"VTP/MTSU, USA",HDMI-DE,Paid,1,300,300
3/6/2017,44863,Advanced Systems Group,DA-HDTV-SDI,Paid,6,525,"3,150.00"
3/6/2017,44863,Advanced Systems Group,EDID-L-H,Paid,6,82.5,495
3/6/2017,44863,Advanced Systems Group,OG-US-3000-SET-1,Paid,10,"1,260.00","12,600.00"
3/6/2017,DSI-130888-110785,Diversified Systems,DA-2HD,Paid,4,93.75,375
3/6/2017,DSI-130888-110785,Diversified Systems,OG-Micro-4K-SET-1,Paid,1,836.5,836.5
3/6/2017,DSI-130888-110785,Diversified Systems,PS-OG3,Paid,1,547.82,547.82
3/6/2017,DSI-130895-110786,Diversified Systems,OG3-FR-CN-P,Paid,1,"1,645.00","1,645.00"
3/6/2017,DSI-130895-110786,Diversified Systems,OG-MiniQ-SET-1,Paid,8,"1,610.00","12,880.00"
3/7/2017,22030,BZB Express,UNI-SW,Paid,1,225,225
3/9/2017,96065-Y,Heartland Video,DA-HDTV-SDI,Paid,2,525,"1,050.00"
3/10/2017,1349882,AVI-SPL,HDMI-1x2-II,Paid,2,105,210
3/10/2017,PO112,Meyer Projection Systems,HDMI-1x2-II,Paid,2,119,238
3/10/2017,8864-1,RIA Corporation,MiniDE-II,Paid,1,"1,987.50","1,987.50"
3/13/2017,101764,"VTP/MTSU, USA",DVI-XX-SC-DL-RX,Paid,24,975,"23,400.00"
3/13/2017,101764,"VTP/MTSU, USA",DVI-XX-SC-DL-TX,Paid,24,975,"23,400.00"
3/15/2017,96005-X,Heartland Video,LE-12HD,Paid,1,"4,680.00","4,680.00"
3/15/2017,96005-X,Heartland Video,RPS-LE16,Paid,1,112,112
3/15/2017,96041-Y,Heartland Video,OG-MiniQ-SET-1,Paid,1,"1,610.00","1,610.00"
3/16/2017,101886,"VTP/MTSU, USA",DVI-XX-SC-DL-TX,Paid,8,975,"7,800.00"
3/17/2017,1352062,AVI-SPL,HDMI-1x2-II,Paid,3,105,315
3/17/2017,56645,Cutting Edge Audio & Video Group,DP-FIB,Paid,2,"1,875.00","3,750.00"
3/17/2017,DSI-132154-110513,Diversified Systems,EVS-SET-1-II,Paid,2,675,"1,350.00"
3/21/2017,2567686-001,Adorama Inc.,OG-Micro-Single-SET-1,Paid,1,806.25,806.25
3/22/2017,3565,System Design & Integration,HDBT-SET-3,Paid,2,300,600
3/23/2017,16008,ABS-USA,DA-HDTV-SDI,Paid,1,525,525
3/23/2017,8881,RIA Corporation,SDI-FIB,Paid,2,900,"1,800.00"
3/23/2017,8881,RIA Corporation,SDI-FIB-RMT,Paid,1,750,750
3/23/2017,101939,"VTP/MTSU, USA",DVI-XX-SC-DL-RX,Paid,8,975,"7,800.00"
3/24/2017,3579,System Design & Integration,HDBT-SET-3,Paid,1,300,300
3/27/2017,22186,BZB Express,HDMI-E,Paid,1,30,30
3/27/2017,,OIC - USA,URM-DEB,Paid,1,800,800
3/28/2017,46218,Lubbock Audio Video,KVM-SET-10,Paid,1,375,375
3/28/2017,46218,Lubbock Audio Video,Mi-16,Paid,1,"1,687.50","1,687.50"
3/29/2017,45062,Advanced Systems Group,US-3500,Paid,6,"1,125.00","6,750.00"
3/29/2017,96270-X,Heartland Video,LE-12HD,Paid,2,"5,040.00","10,080.00"
3/29/2017,96270-X,Heartland Video,LE-8HD,Paid,1,"3,552.00","3,552.00"
3/29/2017,2542,One Time Customer,Accessories:DC 5V 3.2A - US,Paid,1,30,30
3/30/2017,22217,BZB Express,DA-SDI-DE,Paid,2,637.5,"1,275.00"
3/30/2017,22217,BZB Express,DB25-AA-BL,Paid,2,90,180
3/31/2017,22244,BZB Express,Micro-4K-DP,Paid,1,"1,496.25","1,496.25"
3/31/2017,594086,Ford Audio-Video,DA-HDTV-SDI,Paid,1,525,525
3/31/2017,3051,One Time Customer,HDMI-1x2-II,Paid,1,119,119
,,,,,,,
4/3/2017,96422-Y,Heartland Video,HDMI-SET-9,Paid,1,450,450
4/6/2017,1976,Triton Technology Solutions,Mi-16+,Paid,1,"2,625.00","2,625.00"
4/13/2017,124742,Avidex,DA-HDTV-SDI,Paid,1,525,525
4/14/2017,22251,BZB Express,OG-MicroQ-SET-3,Paid,1,"1,046.25","1,046.25"
4/14/2017,96569-X,Heartland Video,DA-HDTV-SDI,Paid,3,525,"1,575.00"
4/14/2017,2023,Triton Technology Solutions,HDMI-1x2-II,Paid,1,105,105
4/14/2017,102073STD,"VTP/MTSU, USA",MicroQ-1U-FR,Paid,2,60,120
4/14/2017,102073STD,"VTP/MTSU, USA",MicroQ-S,Paid,2,746.25,"1,492.50"
4/17/2017,102105,"VTP/MTSU, USA",RJ45HDMIF,Paid,1,18.75,18.75
4/18/2017,201-1335,IPR Services,OG-DA-HDTV-SDI-SET-2,Paid,3,"1,185.00","3,555.00"
4/18/2017,201-1335,IPR Services,OG-US-3500-SET-1,Paid,2,"1,350.00","2,700.00"
4/19/2017,201-1338,IPR Services,OG-MiniQ-SET-1,Paid,1,"1,725.00","1,725.00"
4/21/2017,16179,ABS-USA,OG-Micro-UDX-SET-1,Paid,1,682.5,682.5
2/14/2018,16179,ABS-USA,OG-Micro-UDX-SET-1,Paid,-1,682.5,-682.5
4/26/2017,46260,Lubbock Audio Video,Mi-16+,Paid,2,"2,625.00","5,250.00"
4/27/2017,201-1347,IPR Services,OG-DA-HDTV-SDI-SET-2,Paid,1,"1,185.00","1,185.00"
4/27/2017,201-1347,IPR Services,OG-US-3500-SET-1,Paid,1,"1,350.00","1,350.00"
4/27/2017,EDID adapter,SGB Enterprises,DB-15-HDMI,Paid,1,35,35
4/27/2017,283310,VMI Video,DP-FIB,Paid,4,"1,875.00","7,500.00"
4/28/2017,594655,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
,,,,,,,
5/1/2017,9935,BKW,CLN-SW-6x1-M,Paid,1,"1,875.00","1,875.00"
5/1/2017,9935,BKW,DA-4HD,Paid,1,187.5,187.5
5/1/2017,9935,BKW,DA-SDI-HDTV-II,Paid,3,221.25,663.75
5/1/2017,9935,BKW,HDMI2SDI,Paid,3,200,600
5/2/2017,96725-X,Heartland Video,HDBT-SET-1,Paid,1,375,375
5/2/2017,3615,System Design & Integration,HDBT-SET-3,Paid,1,300,300
5/3/2017,271123S,Compview,DA-HDTV-SDI,Paid,4,525,"2,100.00"
5/4/2017,1367032,AVI-SPL,HDMI-1x2-II,Paid,1,105,105
5/8/2017,125177,Avidex,HDM2.0-1x4,Paid,1,300,300
5/8/2017,283334,VMI Video,HDMI-8-SER(M),Paid,1,450,450
5/9/2017,216-17,CBT Systems,DA-HDTV-SDI,Paid,2,560,"1,120.00"
5/10/2017,102229,"VTP/MTSU, USA",OG-US-3500-SET-1,Paid,1,"1,350.00","1,350.00"
5/11/2017,201-102,CBT Systems,DA-HDTV-SDI,Paid,5,560,"2,800.00"
5/11/2017,201-102,CBT Systems,HDMI-E,Paid,4,32,128
5/15/2017,125597,Avidex,HDBT-SET-1,Paid,1,375,375
5/15/2017,125641,Avidex,DA-HDTV-SDI,Paid,1,525,525
5/15/2017,KW170505102,B&H Photo - Video,OG-US-3500-SET-1,Paid,6,"1,350.00","8,100.00"
5/16/2017,595000,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
5/18/2017,1371253,AVI-SPL,HDMI-SET-2,Paid,1,157.5,157.5
5/18/2017,18905,Digital Resources Inc.,DA-2HD,Paid,1,93.75,93.75
5/19/2017,22650,BZB Express,HDBT-1-Rs,Paid,1,150,150
5/22/2017,64472,Sound Image,DA-2HD,Paid,1,100,100
7/13/2017,64472,Sound Image,DA-2HD,Paid,-1,100,-100
5/22/2017,64472,Sound Image,DA-8HD,Paid,1,280,280
5/22/2017,64472,Sound Image,DA-HDTV-SDI,Paid,1,560,560
5/22/2017,64472,Sound Image,DA-SDI-HDTV-II,Paid,2,236,472
5/22/2017,64472,Sound Image,HDMI-SET-8,Paid,1,208,208
5/24/2017,31553,Burst,EVS-Set-1,Paid,1,525,525
5/26/2017,9974,BKW,DA-SDI-HDTV-II,Paid,3,221.25,663.75
11/7/2017,9974,BKW,DA-SDI-HDTV-II,Paid,-3,221.25,-663.75
5/30/2017,125641,Avidex,CLN-SW-6x1-H,Paid,1,"1,500.00","1,500.00"
5/30/2017,125823,Avidex,DA-HDTV-SDI,Paid,10,525,"5,250.00"
5/30/2017,1370338,AVI-SPL,DP-1x2,Paid,1,360,360
5/30/2017,1370338,AVI-SPL,DP-1x4,Paid,1,660,660
8/16/2017,1370338,AVI-SPL,DP-1x4,Paid,-1,660,-660
5/30/2017,102151STD,"VTP/MTSU, USA",DA-2HDX16-1RU,Paid,8,"1,500.00","12,000.00"
,,,,,,,
6/1/2017,96961-S,Heartland Video,KVM-SET-10,Paid,10,350,"3,500.00"
6/1/2017,96961-S,Heartland Video,KVM-SET-4,Paid,10,252,"2,520.00"
6/1/2017,97099-X,Heartland Video,Mi-16,Paid,3,"1,687.50","5,062.50"
6/1/2017,97099-X,Heartland Video,RPS-C12VDC,Paid,3,78,234
6/2/2017,1375144,AVI-SPL,HDMI-1x2-II,Paid,1,105,105
6/2/2017,9985,BKW,HDMI to HD-SDI Converter,Paid,3,200,600
6/2/2017,22803,BZB Express,HDBT-1-Es,Paid,1,150,150
6/2/2017,5778,Gold Coast Video Inc.,HDM2.0-UHD-UDC,Paid,1,221.25,221.25
6/2/2017,97102-Y,Heartland Video,HDBT-1-R,Paid,2,187.5,375
6/6/2017,16351,ABS-USA,KVM-SET-10,Paid,1,375,375
6/6/2017,260942,Unitek Computer Stores,DA-HDTV-SDI,Paid,1,560,560
6/7/2017,96810-Y,Heartland Video,DA-HDTV-SDI,Paid,2,525,"1,050.00"
6/7/2017,96810-Y,Heartland Video,HDBT-1-E,Paid,2,187.5,375
6/7/2017,96810-Y,Heartland Video,HDMI-1x4,Paid,1,225,225
6/7/2017,1644-REV1,SEG,Mi-16,Paid,1,"1,687.50","1,687.50"
6/8/2017,OIC060517,OIC - USA,HDMI-1-R,Paid,1,82.5,82.5
6/9/2017,273546S,Compview,DA-HDTV-SDI,Paid,4,525,"2,100.00"
6/9/2017,283476,VMI Video,DP-1x2,Paid,2,360,720
6/12/2017,97058-X,Heartland Video,OG3-FR-CN-P,Paid,1,"1,645.00","1,645.00"
6/12/2017,97058-X,Heartland Video,OG-Mi-9-SET-1,Paid,5,836,"4,180.00"
6/12/2017,97058-X,Heartland Video,PS-OG3,Paid,1,547.82,547.82
6/14/2017,16439,ABS-USA,DA-HDTV-SDI,Paid,1,525,525
6/14/2017,16439,ABS-USA,HDMI-SET-9,Paid,3,450,"1,350.00"
6/14/2017,97113-X,Heartland Video,Mi-16,Paid,4,"1,687.50","6,750.00"
6/14/2017,97113-X,Heartland Video,RPS-C12VDC,Paid,4,78,312
6/14/2017,IYA0017,Key Code Media,KVM-SET-10,Paid,2,375,750
12/15/2017,IYA0017,Key Code Media,KVM-SET-10,Paid,-2,375,-750
6/14/2017,102388,"VTP/MTSU, USA",CAT6-FTP-15,Paid,1,30,30
6/14/2017,102388,"VTP/MTSU, USA",HDMI-PHR,Paid,1,48.75,48.75
6/19/2017,16335,ABS-USA,DA-HDTV-SDI,Paid,2,525,"1,050.00"
6/19/2017,45511,Advanced Systems Group,DA-SDI-DE,Paid,2,637.5,"1,275.00"
6/20/2017,97380-X,Heartland Video,DA-HDTV-SDI,Paid,1,525,525
6/21/2017,16335,ABS-USA,DA-HDTV-SDI,Paid,1,525,525
6/21/2017,USAA17-15053,Beck Associates,DA-HDTV-SDI,Paid,2,525,"1,050.00"
6/21/2017,USAA17-15053,Beck Associates,DVI-E,Paid,6,22.5,135
6/21/2017,USAA17-15053,Beck Associates,EDID-L-D,Paid,1,75,75
6/21/2017,USAA17-15053,Beck Associates,OG-US-3500-SET-1,Paid,6,"1,350.00","8,100.00"
6/22/2017,64926,Sound Image,DA-4HD,Paid,1,200,200
6/26/2017,16494,ABS-USA,HDBT-SET-1,Paid,2,375,750
6/26/2017,16494,ABS-USA,KVM-SET-10,Paid,2,375,750
7/24/2017,16494,ABS-USA,KVM-SET-10,Paid,-1,375,-375
6/26/2017,126571,Avidex,DA-HDTV-SDI,Paid,1,525,525
6/26/2017,126571,Avidex,DA-SDI-HDTV-II,Paid,6,221.25,"1,327.50"
6/26/2017,18973,Digital Resources Inc.,DA-SDI-HDTV-II,Paid,3,221.25,663.75
6/26/2017,18973,Digital Resources Inc.,USB-12mH,Paid,1,48.75,48.75
6/27/2017,57367,Cutting Edge Audio & Video Group,Mi-16#,Paid,1,"3,375.00","3,375.00"
6/27/2017,57367,Cutting Edge Audio & Video Group,RPS-C12VDC,Paid,1,78,78
6/27/2017,96949-X,Heartland Video,OG3-FR-CN-P,Paid,6,"1,527.50","9,165.00"
6/27/2017,96949-X,Heartland Video,OG-Micro-Single-SET-1,Paid,52,645,"33,540.00"
6/27/2017,96949-X,Heartland Video,PS-OG3,Paid,6,508.69,"3,052.14"
6/27/2017,IYA0058,Key Code Media,KVM-SET-10,Paid,2,375,750
6/28/2017,33071,"AMT Systems, Inc.",US-3500,Paid,1,"1,125.00","1,125.00"
6/29/2017,16504,ABS-USA,DA-HDTV-SDI,Paid,1,525,525
6/29/2017,65018,Sound Image,DA-SDI-HDTV-II,Paid,1,236,236
,,,,,,,
7/3/2017,31704,Burst,OG-DA-HDTV-SDI-SET-1,Paid,3,588,"1,764.00"
7/7/2017,228-02,CBT Systems,DA-HDTV-SDI,Paid,10,560,"5,600.00"
7/7/2017,228-02,CBT Systems,EDID-L-H,Paid,5,88,440
7/7/2017,228-02,CBT Systems,OG-US-3500-SET-1,Paid,30,"1,440.00","43,200.00"
10/24/2017,228-02,CBT Systems,OG-US-3500-SET-1,Paid,-12,"1,440.00","-17,280.00"
7/7/2017,Phone,Videoworks,RJ50-DB9,Paid,4,30,120
7/7/2017,Phone,Videoworks,SCSI 68pin TO DB-9 Cable,Paid,12,40,480
7/7/2017,Phone,Videoworks,Terminal Block (GPPI),Paid,16,20,320
7/10/2017,16547,ABS-USA,DA-HDTV-SDI,Paid,1,525,525
7/10/2017,33148,"AMT Systems, Inc.",DA-SDI-HDTV-II,Paid,1,221.25,221.25
7/10/2017,33148,"AMT Systems, Inc.",MicroQ-S,Paid,1,746.25,746.25
7/10/2017,17-1956,AudiSee AV,W-3x3,Paid,1,"3,000.00","3,000.00"
7/10/2017,57489,Cutting Edge Audio & Video Group,DP-FIB,Paid,8,"1,875.00","15,000.00"
7/11/2017,596786,Ford Audio-Video,LE-8HD,Paid,1,"3,806.25","3,806.25"
7/11/2017,596786,Ford Audio-Video,SDI-OUT,Paid,1,300,300
7/12/2017,3692,System Design & Integration,HDBT-1-Rs,Paid,2,150,300
7/13/2017,2816,Graphics Outfitters,DA-2HD,Paid,50,87.5,"4,375.00"
7/17/2017,97507-X,Heartland Video,HDMI-SET-9,Paid,1,525,525
7/17/2017,97507-X,Heartland Video,IP-4,Paid,1,"3,850.00","3,850.00"
7/17/2017,97507-X,Heartland Video,SDI-OUT,Paid,1,280,280
7/17/2017,35564,PRECO,MicroQ-S,Paid,1,746.25,746.25
7/17/2017,107349,SPINITAR,DA-HDTV-SDI,Paid,5,525,"2,625.00"
7/17/2017,17192,Summit Integrated Systems,OG-US-3500-SET-1,Paid,3,"1,350.00","4,050.00"
7/18/2017,3850,Philm Gear Inc.,HDMI-1-E,Paid,1,75,75
7/19/2017,597225,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
7/24/2017,45765,Advanced Systems Group,DB25-AES-BL,Paid,2,75,150
7/24/2017,97909-X,Heartland Video,Mi-16,Paid,1,"1,687.50","1,687.50"
7/24/2017,97909-X,Heartland Video,RPS-C12VDC,Paid,1,78,78
7/26/2017,45782,Advanced Systems Group,DA-HDTV-SDI,Paid,2,525,"1,050.00"
7/26/2017,3706,System Design & Integration,DVI-Set-1-II,Paid,1,172.5,172.5
7/27/2017,9111,RIA Corporation,DA-2HD,Paid,20,93.75,"1,875.00"
7/28/2017,5779,Gold Coast Video Inc.,US-3500,Paid,2,"1,125.00","2,250.00"
7/31/2017,275511S,Compview,HDBNC-BNC-F,Paid,4,28,112
7/31/2017,275511S,Compview,OG3-FR-CN-P,Paid,1,"1,645.00","1,645.00"
7/31/2017,275511S,Compview,OG-DA-HDTV-SDI-SET-2,Paid,1,"1,106.00","1,106.00"
7/31/2017,275511S,Compview,OG-Pinnacle-SET-1,Paid,1,"1,190.00","1,190.00"
7/31/2017,275511S,Compview,PS-OG3,Paid,1,547.82,547.82
,,,,,,,
8/1/2017,57646,Cutting Edge Audio & Video Group,DP-FIB,Paid,10,"1,875.00","18,750.00"
10/17/2017,57646,Cutting Edge Audio & Video Group,DP-FIB,Paid,-10,"1,875.00","-18,750.00"
8/2/2017,109905,Key Code Media,DA-SDI-DE,Paid,9,637.5,"5,737.50"
9/15/2017,109905,Key Code Media,DA-SDI-DE,Paid,-9,637.5,"-5,737.50"
8/3/2017,597522,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
8/4/2017,276401S,Compview,DA-HDTV-SDI,Paid,4,525,"2,100.00"
8/4/2017,5780,Gold Coast Video Inc.,US-3500,Paid,2,"1,125.00","2,250.00"
8/8/2017,597556,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
8/10/2017,16622,ABS-USA,KVM-SET-12,Paid,1,646.75,646.75
8/10/2017,DSI-141897-110236,Diversified Systems,Accessories:DC 5V 3.2A - US,Paid,1,30,30
8/15/2017,78042,EAR,DE-8,Paid,1,"6,373.50","6,373.50"
8/15/2017,78042,EAR,RPS-LE16,Paid,1,120,120
8/16/2017,128399,Avidex,DA-HDTV-SDI,Paid,1,525,525
8/16/2017,9141,RIA Corporation,LE-16HD,Paid,1,"6,996.50","6,996.50"
8/16/2017,9141,RIA Corporation,SDI-OUT,Paid,1,280,280
8/18/2017,17008-1,Hancock Video Engineering,Crescent 4K,Paid,1,"1,840.00","1,840.00"
8/18/2017,17008-1,Hancock Video Engineering,HDMI-PHR,Paid,4,52,208
8/21/2017,277385S,Compview,HDMI-1x2-II,Paid,16,105,"1,680.00"
8/21/2017,581645,Ford Audio-Video,DA-HDTV-SDI,Paid,1,525,525
8/21/2017,581646,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
8/21/2017,581647,Ford Audio-Video,HDMI-1x2-II,Paid,2,105,210
8/22/2017,23394,BZB Express,HDMI-8-SER(M),Paid,1,450,450
8/24/2017,Phone,One Time Customer,Accessories:DC 12V 2A (US),Paid,1,30,30
8/25/2017,PO015197,Colorado Studios,DA-2HD,Paid,1,93.75,93.75
8/25/2017,98281-X,Heartland Video,Mi-16,Paid,1,"1,687.50","1,687.50"
8/25/2017,98281-X,Heartland Video,RPS-C12DC,Paid,1,78,78
8/25/2017,3881,Philm Gear Inc.,DA-2HD,Paid,4,93.75,375
8/28/2017,128778,Avidex,HDM2.0-1x4,Paid,1,300,300
8/28/2017,102757STD,"VTP/MTSU, USA",MicroQ-S,Paid,3,746.25,"2,238.75"
8/29/2017,14017145,AVI-SPL,DA-HDTV-SDI,Paid,1,525,525
8/29/2017,DSI-143384-50010,Diversified Systems,KVM-SET-10,Paid,1,375,375
8/30/2017,98390-K,Heartland Video,KVM-SET-12,Paid,1,746.25,746.25
8/31/2017,0817-30ALC,Meyer Projection Systems,HDMI-1X4-II,Paid,1,221,221
8/31/2017,102800,"VTP/MTSU, USA",DB25-AES-UNBL,Paid,1,30,30
,,,,,,,
9/1/2017,9180,Enders & Associates Inc.,CC-License-Mi-16,Paid,1,375,375
9/1/2017,9180,Enders & Associates Inc.,Mi-16,Paid,1,"1,687.50","1,687.50"
9/5/2017,128962,Avidex,HDM2.0-1x4,Paid,2,300,600
9/6/2017,278076S,Compview,Miscellaneous,Paid,1,350,350
9/7/2017,102833STD,"VTP/MTSU, USA",HDBT-SET-1,Paid,1,375,375
9/13/2017,78194,EAR,DA-HDTV-SDI,Paid,1,525,525
9/13/2017,205092,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
9/14/2017,102830,"VTP/MTSU, USA",DV-Conv,Paid,1,165,165
9/14/2017,102862STD,"VTP/MTSU, USA",DA-SDI-DE,Paid,2,637.5,"1,275.00"
9/15/2017,228-102,CBT Systems,DA-HDTV-SDI,Paid,2,560,"1,120.00"
9/15/2017,228-102,CBT Systems,EDID-L-H,Paid,1,88,88
9/18/2017,2414,Ellis Pro Media,DA-SDI-HDTV,Paid,2,264,528
