Status,Progress,Duration (in seconds),Finished,RecordedDate,VIDCODE,ID,describe,ONEW_1,ONEW_2,ONEW_3,ONEW_4,ONEW_5,ONEW_6,ONEW_7,ONEW_8,ONEW_9,ONEW_10,ONEW_11,ONEW_12,ONEW_13,ONEW_14,AWEsSml_1,AWEsSml_2,AWEsSml_3,AWEsSml_4,AWEsSml_5,AWEsSml_AVG,AWEstime_1,AWEstime_2,AWEstime_3,AWEstime_4,AWEstime_5,AWEstime_AVG,AWEsCNCT_1,AWEsCNCT_2,AWEsCNCT_3,AWEsCNCT_4,AWEsCNCT_5,AWEsCNCT_AVG,AWEsVast_1,AWEsVast_2,AWEsVast_3,AWEsVast_4,AWEsVast_5,AWEsVast_AVG,AWEsPHYS_1,AWEsPHYS_2,AWEsPHYS_3,AWEsPHYS_4,AWEsPHYS_5,AWEsPHYS_AVG,AWEsNFA_1,AWEsNFA_2,AWEsNFA_3,AWEsNFA_4,AWEsNFA_5,AWEsNFA_AVG,AWE_AVG,SRISmodE_1,RCSRISmodE_1,SRISmodE_2,RCSRISmodE_2,SRISmodE_3,SRISmodE_4,RCSRISmodE_4,SRISmodE_5,SRISmodE_6,SRISmodE_AVG,SRISmodI_1,SRISmodI_2,RCSRISmodI_2,SRISmodI_3,SRISmodI_4,RCSRISmodI_4,SRISmodI_5,RCSRISmodI_5,SRISmodI_6,RCSRISmodI_6,SRISmodI_7,RCSRISmodI_7,SRISmodI_8,SRISmodI_AVG,INTRSPC_1,INTRSPC_2,INTRSPC_3,INTRSPC_4,INTRSPC_5,INTRSPC_6,INTRSPC_AVG,VIDA_1,VIDA_2,VIDA_3,VIDA_4,VIDA_5,VIDA_6,VIDA_AVG,DISTRAC1_1,DPES_1,DPES_2,DPES_3,DPES_4,DPES_5,DPES_6,DPES_AVG,CRTYR,CRTSEM,AGEyr,brthyrentr,AGEmon,SCHLYR,SCHLYR_5_TEXT,SEX,Ethncty,Ethncty_3_TEXT,RACE,RACE_8_TEXT,MARRY,PREVPAR,SEENIT,ProSoc
0,100,2587,1,11/12/2019 18:34,4,11121963213,Throughout the video I felt mildly entertained.  I was a little more relaxed during the video than I was before hand.,2,5,4,6,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,5,5,4,4.2,3,3,3,4,2,3,2,2,2,2,4,2.4,2,1,1,1,1,1.2,1,1,1,1,1,1,2.13,2,6,2,6,7,3,5,6,6,6,7,2,6,6,2,6,1,7,1,7,1,7,7,6.63,1,1,1,3,1,1,1.33,1,1,5,1,5,5,3,1,6,6,5,6,7,4,5.67,4,1,9,.,10,2,.,1,2,.,1,.,1,1,I watched it on youtube at somepoint.,2
0,100,1927,1,11/12/2019 18:34,1,111267338,"While watching the presentation, the main emotion I felt was calmness and peaceful.  I was very amazed by the life and how the earth grows and works. ",7,7,5,4,1,7,7,5,4,1,7,7,7,7,1,1,1,1,1,1,7,7,7,3,4,5.6,6,6,6,6,6,6,7,7,7,7,5,6.6,1,1,1,1,7,2.2,1,1,1,5,7,3,4.07,4,4,6,2,7,6,2,2,6,3.83,7,3,5,3,3,5,2,6,2,6,2,6,4,5.25,6,7,7,6,3,3,5.33,4,5,5,3,1,7,4.17,1,7,7,7,7,7,7,7,4,1,5,.,2,1,.,2,2,.,1,.,3,2,.,2
0,100,2105,1,11/12/2019 18:34,1,111267017,"My emotions were normal feelings that a person gets when they see beautiful nature. However, I noticed that the editing and song-choice for this video were not great, which created some dissonance and annoyance. Also, because I've seen all these things before, my thoughts wandered elsewhere--to questions like, ""Why would they do a study on our emotions while watching a nature video? Hasn't this been done hundreds of times before? Why can't they come up with something exciting to study in psychology?"" Just being honest.",5,5,5,5,5,6,5,4,4,6,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,3,3,3.4,1,1,1,1,1,1,1,1,1,1,1,1,1.4,1,7,1,7,7,1,7,7,7,7,7,1,7,7,1,7,1,7,1,7,1,7,7,7,1,7,1,1,1,1,2,1,1,1,7,7,1,3,3,7,7,7,7,7,7,7,4,1,11,.,11,4,.,1,3,white,1,.,3,2,.,2
0,100,2054,1,11/12/2019 18:34,1,111265624,I really liked the theme that was happening as the presentation showed different nature scenes from all over the world during different seasons. I love nature so I was in awe of the beauty. I didn't like the scenes of the animals being attacked even though I know it is apart of the circle of life. Made my emotion change as I was preparing myself to see another scene with animals attacking one another. ,7,4,5,5,6,6,6,1,4,6,6,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,3.4,1,1,1,5,1,1.8,4.2,2,6,2,6,5,7,1,5,7,5,5,1,7,5,1,7,5,3,1,7,5,3,7,5.5,1,5,1,1,1,5,2.33,6,5,5,1,1,5,3.83,2,5,5,4,6,5,2,4.5,4,1,7,.,8,2,.,2,2,.,1,.,3,2,.,2
0,100,2815,1,11/12/2019 18:34,4,11121968467,"I thought it was going to  be a nature documentary at first, but I was pleasantly surprised at how funny the video was. I thoroughly enjoyed all of the animals and the human voice overs.",5,5,6,7,2,6,5,4,5,4,7,5,4,5,1,1,1,1,5,1.8,5,5,5,5,6,5.2,5,5,5,4,4,4.6,5,4,5,5,5,4.8,5,3,5,4,6,4.6,6,4,5,4,5,4.8,4.3,3,5,4,4,5,5,3,5,5,4.5,5,5,3,4,4,4,4,4,3,5,3,5,5,4.38,5,5,5,5,4,4,4.67,5,5,4,3,7,7,5.17,1,5,7,7,7,5,6,6.17,4,1,5,.,1,1,.,2,2,.,1,.,3,2,.,2
0,100,1062,1,11/12/2019 18:35,1,111263718,"My emotions while watching the video were very pleasant and serene. I felt awe at the marvelous nature and vastness of our planet, and watching clips that displayed beauty of our planet in conjunction with the music playing during the clip made me feel quite calm and inspired. ",7,7,6,6,2,6,6,7,7,2,5,6,5,7,2,2,2,2,5,2.6,5,4,3,3,3,3.6,6,7,7,7,7,6.8,7,7,6,7,6,6.6,5,6,5,6,7,5.8,3,4,3,4,6,4,4.9,2,6,2,6,6,2,6,6,6,6,6,3,5,4,2,6,2,6,2,6,2,6,5,5.5,5,4,5,6,5,5,5,5,6,5,3,4,7,5,1,6,6,5,6,6,5,5.67,4,1,5,.,8,1,.,2,2,.,1,.,3,2,.,2
0,100,1287,1,11/12/2019 18:35,4,11121965231,"I found the video pretty humorous. It brought me a little joy and humor after a long and stressful day. While it's nothing that would completely alter my emotions throughout the course of the day, it did elevate my mood enough to distract my mind from the problems and challenges it has been facing.",5,6,3,5,1,6,5,4,4,3,2,3,4,5,3,3,3,3,4,3.2,5,4,3,3,5,4,5,5,5,4,3,4.4,3,4,3,3,3,3.2,1,1,1,1,1,1,5,4,5,3,6,4.6,3.4,3,5,3,5,5,5,3,5,5,4.67,6,5,3,6,5,3,3,5,5,3,3,5,3,4.25,2,2,3,1,1,3,2,1,1,1,2,6,6,2.83,2,2,5,3,6,6,6,4.67,4,1,5,.,4,1,.,2,2,.,1,.,3,2,.,2
0,100,1630,1,11/12/2019 18:35,4,111261899,I thought the video was funny and clever. I felt happy while I was watching it which is usually what happens when I am laughing. ,1,4,2,6,1,5,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,1,7,1,1,1,1,1,1,7,1,1,7,1,7,1,7,1,7,6,5.38,1,1,1,1,1,1,1,1,1,1,1,6,4,2.33,1,5,6,5,6,5,4,5.17,4,1,7,.,12,1,.,2,2,.,1,.,3,2,.,2
0,100,1455,1,11/12/2019 18:35,1,111266067,"I like how amazing the nature can be. It is awesome to know that we live in a beautiful world with incredible resources to enjoy and take a look at them. The change between stations, the movements and characteristics of animal, the different types of plants; all those things make feel glad and proud to live.",5,7,4,4,1,7,7,7,7,4,7,7,5,7,3,4,3,3,1,2.8,3,3,5,6,7,4.8,6,6,6,7,7,6.4,6,6,6,6,6,6,4,3,3,3,3,3.2,6,1,1,1,1,2,4.2,2,6,4,4,6,3,5,6,7,5.67,4,5,3,6,3,5,3,5,3,5,3,5,4,4.63,5,5,1,1,5,4,3.5,5,7,4,3,1,6,4.33,1,5,5,6,6,4,5,5.17,4,1,5,.,12,1,.,1,1,.,.,.,3,2,.,2
0,100,2071,1,11/12/2019 18:35,1,111268880,I felt a sense of wonder of how so many things can happen on earth and God is in them all and understands them all and created them all. I love the planet that God has given us.,7,7,5,4,3,6,7,3,1,1,5,5,5,7,5,5,5,5,6,5.2,6,5,6,5,5,5.4,3,7,6,1,5,4.4,7,6,7,7,7,6.8,5,5,4,4,4,4.4,5,6,5,6,7,5.8,5.33,6,2,6,2,1,7,1,3,3,2,1,2,6,3,4,4,6,2,3,5,3,5,5,3.88,1,3,4,3,1,5,2.83,4,6,1,3,2,6,3.67,1,6,7,6,6,7,6,6.33,4,1,9,.,6,1,.,1,2,.,1,.,3,2,.,2
0,100,1526,1,11/12/2019 18:35,1,111269717,"I felt calm while watching the presentation. It was amazing to see how different other parts of the world is built and how they are all made uniquely. Some parts are cold, some parts are warm. The species of animals vary and all have unique characteristics. That is simply amazing. ",7,7,4,6,1,4,4,1,1,1,1,4,4,7,1,1,1,1,1,1,5,4,4,4,4,4.2,7,6,6,6,6,6.2,7,7,7,7,6,6.8,3,5,5,5,5,4.6,7,6,7,7,7,6.8,4.93,6,2,7,1,6,7,1,7,7,4,7,7,1,6,4,4,5,3,4,4,5,3,5,4.13,4,5,6,4,5,6,5,5,6,5,1,1,7,4.17,1,7,7,7,7,5,6,6.5,4,1,10,.,1,1,.,2,2,.,3,.,3,2,.,2
0,100,2574,1,11/12/2019 18:35,4,11129961596,I thought it was very funny. I had seen some of the clips before so I was excited. I laughed a lot and I thought the animals were cute. I was very amused at the different voices because a lot of them fit the animals so well.,4,6,7,7,1,6,4,4,4,1,6,4,5,5,1,1,1,1,1,1,4,4,5,5,4,4.4,5,3,3,5,4,4,5,4,5,4,4,4.4,4,4,4,4,5,4.2,3,1,2,1,1,1.6,3.27,1,7,1,7,6,2,6,6,6,6.33,5,2,6,5,3,5,3,5,4,4,4,4,4,4.75,4,5,6,2,2,2,3.5,1,5,2,1,7,7,3.83,1,6,7,6,6,5,6,6,4,1,6,.,12,1,.,2,2,.,1,.,3,1,I saw clips of this presentation on Youtube with a couple of my brothers. It was probably like 2009-2009 when I first watched it. ,2
0,100,2773,1,11/12/2019 18:36,4,11121964924,It was a very humorous video. It would be perfect for a short laugh break. It helped to uplift the mood. It also made me think that people are crazy spending a lot of time to match sounds with these videos of animals. It made me feel happy. ,6,7,6,7,1,6,4,3,4,1,6,6,5,5,1,1,1,1,1,1,4,5,5,4,4,4.4,4,3,3,3,2,3,4,2,2,2,2,2.4,2,2,2,2,2,2,1,1,1,1,1,1,2.3,6,2,6,2,5,7,1,4,3,2.83,4,4,4,4,4,4,3,5,4,4,4,4,5,4.25,4,4,5,2,2,1,3,1,1,1,1,7,5,2.67,2,5,6,5,7,4,4,5.17,4,1,9,.,1,2,.,2,2,.,1,.,3,1,I watched it i believe in high school in 2015. Or something very similar to it. ,2
0,100,1933,1,11/12/2019 18:36,4,11121968410,I felt relaxed and comfortable. Once or twice something was funny and I felt light hearted and at ease. ,4,1,4,5,1,4,4,4,3,2,5,4,4,4,1,4,5,5,3,3.6,5,3,4,5,5,4.4,4,4,4,4,4,4,4,2,2,4,5,3.4,3,4,4,4,6,4.2,2,2,2,2,2,2,3.6,2,6,2,6,6,4,4,5,3,5,6,2,6,4,3,5,5,3,5,3,6,2,4,4.13,5,4,3,2,2,2,3,2,2,3,4,6,6,3.83,2,6,6,6,7,7,5,6.17,4,1,5,.,6,1,.,2,2,.,1,.,3,2,.,2
0,100,1434,1,11/12/2019 18:36,4,11121969035,Originally I was entertained however as time went on I grew bored. I of course thought the animals talking was funny and my emotion was happy.  ,4,5,4,4,1,3,3,1,1,1,4,2,2,2,1,1,1,1,1,1,5,5,5,5,6,5.2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2.03,2,6,2,6,7,6,2,6,6,5.5,6,1,7,7,3,5,2,6,1,7,1,7,2,5.88,1,1,1,1,1,1,1,1,1,1,3,5,4,2.5,3,5,6,6,5,4,5,5.17,4,1,6,.,4,2,.,2,2,.,1,.,2,1,I saw parts of this video over the past couple of years on social media. ,2
0,100,2435,1,11/12/2019 18:36,4,11121967344,"My thoughts while watching this video were good. I was amused and kinda of confused about what was going on with the animals, but over all it was a good video. I even laughed a couple times so that is always a win. ",6,6,4,7,1,5,3,3,4,1,5,4,4,4,1,1,1,1,1,1,5,4,5,4,5,4.6,3,3,3,3,3,3,3,4,3,3,2,3,1,1,3,1,1,1.4,1,1,1,1,1,1,2.33,3,5,3,5,3,6,2,5,4,4,5,4,4,4,4,4,2,6,2,6,2,6,4,4.88,3,3,6,2,2,2,3,1,1,1,1,7,7,3,2,5,6,5,5,5,5,5.17,4,1,8,.,3,1,.,2,2,.,1,.,3,2,.,2
0,100,1602,1,11/12/2019 18:36,1,111263948,"While watching the video I felt pretty peaceful. The music along with the visuals created a very calm environment. As odd as it may sound, even though it did make me feel happy and calm, I still felt sad as I watched it because it was so beautiful, and showed a lot of the beautiful things this world has to show, but due to financial circumstances I am unable to travel and see these places in person, so it caused a kind of sad emotion as well.",7,6,4,3,4,7,4,4,4,6,6,7,5,7,3,4,4,4,7,4.4,6,5,6,6,5,5.6,7,7,7,7,6,6.8,7,7,7,7,7,7,5,4,4,7,7,5.4,6,5,6,6,6,5.8,5.83,2,6,2,6,7,5,3,5,5,5.33,6,4,4,4,4,4,3,5,2,6,2,6,2,4.63,7,7,5,7,6,7,6.5,6,6,6,3,3,6,5,2,6,6,6,5,7,7,6.17,4,1,8,.,9,1,.,2,2,.,1,.,3,2,.,2
0,100,1689,1,11/12/2019 18:36,1,111263197,"The presentation was peacefully amazing and tenderly awe-inspiring. I feel that most, if not all, human beings hold our planet in a special place in our hearts as our home. Seeing it from a new view and being able to see many of the natural beauties is very humbling and helps one to remember the love that our Father in Heaven has for us in create such things.",6,6,5,5,1,6,5,6,6,1,4,6,4,7,4,4,4,4,4,4,4,4,2,2,2,2.8,5,5,5,4,4,4.6,6,6,6,6,6,6,1,1,1,2,2,1.4,2,1,2,1,4,2,3.47,2,6,2,6,6,2,6,6,6,6,7,1,7,6,1,7,1,7,1,7,1,7,7,6.88,2,4,4,2,1,1,2.33,6,5,5,2,2,6,4.33,1,4,4,4,4,5,5,4.33,4,1,9,.,11,1,.,1,2,.,1,.,2,2,.,2
